color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,"TE KOOP! Nieuw binnen bij Taeke Automotive  Goed rijdende en leuke Toyota Yaris 1.0 uit 2008 met nog maar 103.541 km op de teller.  €3450,- Recent vervangen:  Alle auto’s zijn professioneel gereinigd en gepoetst.  Heeft u interesse en wilt u een proefrit maken? Neem dan geheel vrijblijvend contact op. Wij werken op afspraak!  Neem ook een kijkje op onze website voor de recente voorraad. www.taeke-automotive.nl Meniststraat 1A 01 7091 ZZ Dinxperlo 0617478496 info@taeke-automotive.nl",Benzine,,,Toyota,103541,Yaris,2,51,3450.0,Autobedrijf,Handgeschakeld,,08/2008
,"Auto Clinic Afleveringspakket € 750,- Hiervoor ontvangt de auto 12 maanden Premium Garantie,  Afleveringsbeurt, Poetsbeurt voor aflevering en de tenaamstellingregistratie. Onze verkoop afdeling informeert u graag naar de inhoud en voorwaarden van onze onderhoud en garantie pakketten. Wij zijn geopend van maandag tot en met vrijdag van 10.00 tot 18.00 uur. Zaterdag van 10.00 tot 17.00 uur. Zondag open op afspraak. (06-15025420) Ondanks de gebruikelijke zorgvuldigheid kan een onjuistheid in bovenstaande gegevens zijn opgetreden. Wij kunnen hier helaas niet voor aansprakelijk worden gesteld. Om teleurstelling te voorkomen graag naar de beschikbaarheid informeren voor bezoek. Onze werkplaats zorgt voor de juiste Aftersales en correcte aflevering en onderhoud. Alle automerken zijn welkom in ons bedrijf. Voor APK-keuringen, regulier onderhoud én controles die verband houden met het seizoen, bijvoorbeeld vlak voor u op vakantie gaat. Auto-Clinic is niet alleen compleet en goed, maar ook nog eens verrassend betaalbaar. Modelreeks:  Koppel:  Wielbasis:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting: ",Benzine,,Ja,Skoda,95000,Kodiaq,,110,23745.0,Autobedrijf,Handgeschakeld,,06/2019
,"Na het zien van deze advertentie zin gekregen om deze auto een keer te komen bekijken? Neem dan contact met ons op om een afspraak te plannen zodat wij kunnen zorgen dat de auto in onze showroom aanwezig is. De Fiat Punto is al decennialang een begrip op de Europese wegen. Compact, wendbaar en zuinig, met een tijdloos Italiaans design. Dit exemplaar uit 2014, uitgerust met de efficiënte 0.9 TwinAir-motor, biedt een ideale combinatie van rijplezier en lage gebruikskosten. Met zijn praktische vijfdeurs carrosserie en slimme indeling is de Punto een perfecte keuze voor zowel stadsverkeer als langere ritten. Dankzij het doordachte ontwerp en de zuinige motor geniet je van comfortabele kilometers zonder in te leveren op prestaties. Dit exemplaar is afkomstig van de tweede eigenaar, zorgvuldig onderhouden en verkeert zowel technisch als optisch in uitstekende staat. Ben je op zoek naar een betrouwbare en stijlvolle hatchback? Deze Fiat Punto staat klaar voor zijn volgende eigenaar! Let op, deze auto bieden wij net als al onze auto’s rijklaar aan zonder meerprijs. Vanwege de leeftijd / kilometerstand kunnen wij deze auto echter niet met garantiepakket afleveren. Kies je voor een premium occasion van Oelers Automotive, dan kies je voor kwaliteit. Wij leveren alle auto’s standaard rijklaar af met geldige APK. Alle auto's zijn gecontroleerd op 133 essentiële punten en worden transparant aangeboden. Ook bieden wij de mogelijkheid elke auto tot 10 jaar oud met 12 maanden garantie over te nemen, vraag naar de voorwaarden en mogelijkheden. Heb je extra specifieke wensen betreffende onderhoud of garantie tot 24 maanden? Wij helpen je graag. Wil je jouw nieuwe auto financieren, leasen of verzekeren. Zakelijk of privé, onze partners bieden je de beste mogelijkheden en het scherpst mogelijke aanbod. Vraag gerust naar de mogelijkheden.  Zie jij jezelf al rijden? Heb je een vraag of wil je graag een keer komen kijken, stuur ons dan een bericht. Wij helpen je graag verder!  WhatsApp ons op: 06-10224283 Mail ons op: info@oelers-automotive.nl Bezoek ons: Kelvinweg 3, Echt.  Disclaimer: Onze advertenties worden met veel zorg samengesteld, er kunnen geen rechten worden ontleend aan foutieve invoer van opties, accessoires of drukfouten. Maandbedragen zijn indicatief, financiering of lease is maatwerk. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 400 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket:   Koop jouw nieuwe auto rijklaar zonder meerprijs! Dit afleverpakket bevat: Aflevercontrolle, Geldige APK, Kenteken op naam zetten, Professionele poetsbeurt",Benzine,,Ja,Fiat,90360,Punto Evo,,74,5999.0,Autobedrijf,Handgeschakeld,,05/2014
,"EXPORT PRICE.  Deze Kia Sportage komt uit 2005, werd geleverd van 29-09-2004 tot 30-09-2007 en kostte toen  30.590,-. Deze originele Nederlandse personenauto staat sinds 2005 op kenteken, is voorzien van een benzine-motor, heeft een maximum vermogen van 129 kW (175 PK) en een cilinderinhoud van 2656 cc.  De personenauto heeft een topsnelheid van 180 km per uur en bereikt vanuit stilstand de 100 km u in 10,5 seconden. Het verbruik van deze personenauto is gemiddeld 10,0 liter per 100 km en hij weegt 1570 kg. De APK is geldig tot 01-09-2025 en de wegenbelasting bedraagt gemiddeld  282,33 per kwartaal.    -INRUIL IS MOGELIJK MAAR WEL TEGEN HANDELS PRIJZEN. VOOR MEER INFO KUNT U ONS MAILEN OF DIRECT BELLEN: 0651191563  Garantiepakketten bieden wij u graag tegen meerprijs aan.  Wij rekenen GEEN afleverkosten.  U kunt bij ons al uw export documenten regelen inclusief verzekering,  Optioneel: De kosten van 3 maanden extra garantie bedragen VA 495    - Op onzin biedingen wordt NIET gereageerd    Openingstijden zijn op maandag t m vrijdag van 9:00 tot 17:00, op zaterdag van 9:30 tot 16:00. Op zondag zijn we dicht.  Het is mogelijk om een afspraak in te plannen buiten kantooruren, graag hiervoor even bellen.  Wij raden u aan om even te bellen als u naar een auto wilt komen kijken, zo weet u zeker dat u niet voor niks rijdt.  Kijk voor meer info en onze volledig voorraad op onze website: www.edkar.nl  Tekstfouten voorbehouden.      Geen aanvullende garantie    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Gordijn/hoofd airbags voor - Gordijn/hoofd airbags achter - Airconditioning, automatisch - Lederen bekleding - EBD - ASR Anti doorslip regeling - Elektrische ramen voor - Elektrische ramen achter - Cruise control - Boordcomputer - ABS - Startonderbreking - Park control achter - Schakelpook leer - Stuurbekrachtiging - 4 WD - El. verstelbare spiegels - El. verstelbare spiegels, verwarmd - Lederen stuur - Verstelbaar stuur - Centrale deurvergrendeling, afstandbediend - Lichtmetalen velgen 16 inch - Bestuurdersstoel hoogte verstelbaar - Bagage-scheidingsnet",Benzine,,,Kia,92387,Sportage,,129,3695.0,Autobedrijf,Automatisch,,05/2005
,"GEEN bijkomende Aflever of Rijklaar maak kosten Topper Auto is een universeel autobedrijf. Onze bouwjaren, tellerstanden en prijzen zijn exact vermeld en inruil van uw huidige auto is bij ons altijd mogelijk. Elke occasion word afgeleverd met NAP certificaat en een geldige Apk. Ook is het financieren en verzekeren van uw nieuwe aankoop via ons mogelijk. Al onze occasions zijn uitsluitend op afspraak te bezichtigen, daarom verzoeken wij u vriendelijk van te voren te bellen voor een afspraak. Inruil Mogelijk! Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Laadvermogen:  GVW:  Wielbasis:  Interieurkleur:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: ",CNG,,,Volkswagen,105757,up!,,50,5950.0,Autobedrijf,Handgeschakeld,,01/2015
,"Let op! Deze auto heeft een motorrevisie gehad bij 179.600 km. Bent u nog niet overtuigd van deze bijna nieuwe auto? Meer informatie vindt u op https://www.autoimportgarant.nl/inruil-occasions/  , of kom gezellig langs op de Energieweg 3 in Bunschoten-Spakenburg voor een proefrit en/of bezichtiging! Inruil is mogelijk! Voor een prijsopgave van uw inruilauto kunt u ons foto's toesturen via een bericht + de km stand en kenteken, of u kunt deze informatie mailen naar marnix@autoimportgarant.nl Heeft u interesse of een vraag? Bel of mail ons! ( +31 (0)6 15 40 64 66 ) of marnix@autoimportgarant.nl) Wij zijn: RDW Erkend & Rekenen geen aflever kosten voor het afleveren van deze occasion. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 740 kg) Energielabel:  Optische staat:  Staat interieur:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket:   Wettelijke garantie, geldige APK, en RDW-leges.",Benzine,,,BMW,290499,118,,105,4950.0,Autobedrijf,Handgeschakeld,,07/2008
," aanvullende garantie in overleg mogelijk    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Gordijn/hoofd airbags voor - Gordijn/hoofd airbags achter - Airconditioning, automatisch - Radio/CD - Navigatiesysteem - EBD - Elektrische ramen voor - Cruise control - Boordcomputer - ABS - Startonderbreking - Bumpers in kleur van de carrosserie - APK bij aflevering - Hoofdsteunen achter - Deelb. achterbank (ongelijke delen) - Middenarmsteun voor - Trekhaak, vast - Stuurbekrachtiging - Stuurbekrachtiging, snelheidsafhankelijk - El. verstelbare spiegels - Buitenspiegels in kleur van carrosserie - Centrale deurvergrendeling, afstandbediend - Lichtmetalen velgen - Lichtmetalen velgen 15 inch - Bestuurdersstoel hoogte verstelbaar - Passagiersstoel hoogte verstelbaar - Lendesteunen (verstelbaar) - Lederen stuurwiel en versnellingspook - Hoofdsteunen anti-whiplash - Aluminium interieur afwerking - Nieuwe distributie",Benzine,,,Volkswagen,226875,Golf,,90,2750.0,Autobedrijf,Handgeschakeld,,08/2008
,"- Nieuwe APK - Volledig onderhouden  - Incl. afleverbeurt - 2 sleutels aanwezig !! ALLEEN GEOPEND OP AFSPRAAK!! Wij zijn beschikbaar van maandag tot zaterdag, tussen 09:00 en 17:00. Om teleurstelling te voorkomen vragen wij u om een afspraak in te plannen voor een bezichtiging of proefrit. Als erkend RDW bedrijf kunnen wij uw auto op naam zetten. U kunt ons telefonisch bereiken op 0591 245500 Ook zijn wij per WhatsApp bereikbaar op 0591 245500 Inruil is natuurlijk altijd mogelijk. Vraag een van onze medewerkers voor een taxatie. Aan deze advertentie kunnen geen rechten worden ontleend. Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 630 kg) Interieurkleur:  Fijnstofuitstoot:  Energielabel:  Optische staat:  Staat interieur:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: ",Benzine,,,Volkswagen,192498,T-Roc,,85,14990.0,Autobedrijf,Handgeschakeld,,01/2019
,"Laat u niets wijsmaken, deze Audi A3 Sportback biedt alles wat u van een auto verlangt. Deze auto uit 2013 heeft 154433 kilometer gelopen. Geniet van de sportieve uitstraling en de fraaie details die de S-Line styling deze auto geeft. In deze auto vindt u een benzinemotor en een handgeschakelde versnellingsbak. Altijd een goede zitpositie bij iedere snelheid, dankzij de sportstoelen. Xenonverlichting staat borg voor helderwit licht en een krachtige lichtbundel. Tot de voorzieningen van deze auto behoren 17 inch lichtmetalen velgen, sportonderstel, halflederen bekleding, warmtewerend glas, dakspoiler en in delen neerklapbare achterbank. Zorgeloos en geconcentreerd rijden? Het navigatiesysteem wijst de weg! De auto is ook uitgevoerd met electronic climate control. Met de audiobediening op het stuur regelt u de geluidsinstallatie gemakkelijk en veilig. De cruise control geeft elke flitser het nakijken. En dan is deze auto ook nog eens voorzien van lederen stuur, isofix-aansluiting, centrale deurvergrendeling met afstandsbediening, bestuurders-informatie-systeem en lederen versnellingspook. Wilt u meer weten over deze auto? Neem dan contact met ons op voor een proefrit. Tulp Autobedrijf in Dongen is een universeel autobedrijf. Wij hebben ruim 130 occasions op voorraad. Wij zijn RDW-erkend en kunnen de auto’s ook ter plaatse tenaamstellen op uw naam. Tevens hebben wij de mogelijkheid om u een autoverzekering aan te bieden met een lage premie. Ook het regelen van een Autofinanciering kunnen wij u aanbieden, vraag naar de mogelijkheden. Wij zijn doordeweeks geopend van maandag t/m vrijdag tussen 9:00 en 18.00 uur, op zaterdag tussen 10:00 tot 17:00 uur. Buiten openingstijdenen en op zondag zijn wij enkel geopend op afspraak. De Slof 54 5107RJ Dongen 0619681441 verkoop@tulpautobedrijf.nl www.vakgaragestoomberg-tulp.nl Hoewel de informatie op deze website continue zo accuraat en actueel mogelijk wordt gehouden, zijn vergissingen in modellen, uitvoeringen, prijzen, technische specificaties, afbeeldingen, of andere informatie op deze website ten aller tijden onder voorbehoud. Het is onmogelijk om vergissingen en dergelijke volledig uit te sluiten. Aan de inhoud van deze website kunnen derhalve op geen enkele wijze rechten worden ontleend. Wij adviseren de opties en specificaties zelf te controleren. Bij twijfels kunt u ons altijd vrijblijvend contacteren. Voor meer informatie, vragen of het maken van een afspraak kunt u ons gerust bellen of mailen. Bel 06-19681441 voor een proefrit of mail ons naar verkoop@tulpautobedrijf.nl",Benzine,,Ja,Audi,154433,A3,,77,9990.0,Autobedrijf,Handgeschakeld,,01/2013
,"Deze Renault Mégane met   op de teller is een ideale combinatie van stijl en functionaliteit. Dankzij de   heeft de auto een moderne uitstraling, terwijl het   zorgt voor extra gebruiksgemak. Met   rijdt u ontspannen lange afstanden, en het   helpt u altijd de juiste weg te vinden. Daarnaast zorgt de   voor een aangenaam binnenklimaat, ongeacht het seizoen. Geïnteresseerd? Neem contact op en maak een afspraak voor een proefrit! 📞 Bij Van der Kolk Auto's staan we garant voor kwaliteit en betrouwbaarheid. Elke auto die ons terrein verlaat, wordt grondig gecontroleerd en voorzien van 3 maanden garantie. Zo kun je met een gerust hart de weg op, wetende dat je een auto van hoge kwaliteit hebt gekocht. Ontdek ons ruime assortiment en vind de perfecte auto voor jouw behoeften bij Van der Kolk Auto's. Uiteraard doen wij ons best deze advertentie zo goed mogelijk te plaatsen, echter is fouten maken menselijk, aan deze advertentie kunnen dus geen rechten worden ontleend. En controleer bij twijfel de opties in de auto. De Grift 4 7711 EPNieuwleusen +31615218890 info@vanderkolkautos.nl   vanderkolkautos.nl",Benzine,,,Renault,178353,Clio,,66,5385.0,Autobedrijf,Handgeschakeld,,04/2013
,"Uiteraard kunnen onze occasions geleverd worden met 3 maanden Garantie . Zo kunt u zorgeloos op weg met uw nieuwe aankoop. Dit geld niet voor inruil auto's. Uiteraard is inruil van uw huidige auto mogelijk , maar ook een motor , boot of camper is bespreekbaar In samenwerking met Dealer Totaal Concept kunnen wij u een passende Financiering aanbieden. Voor meer informatie kijkt u op onze Home pagina www.autobedrijfijsselstijn.nl onder de button Financiering. Diverse occasions kunnen worden weergegeven met modeljaar. Wij hopen dat u eenvoudig uw weg kunt vinden op onze site , zijn er nog vragen dan kunt u ons bereiken op tel.nr. 026 3795991 / 06 52670411 of via de mail info@autobedrijfijsselstijn.nl Autobedrijf IJsselstijn Openingstijden zijn: MA-ZA van 9.00 uur tot 17.00 uur. Wilt u een occasion na onze openingstijden bekijken bel dan op 06-52670411 voor een afspraak. Het Hazeland 2 6931kb Westervoort 026 3795991 06 52670411 www.autobedrijfijsselstijn.nl info@autobedrijfijsselstijn.nl Hoewel aan de informatie van de website de grootst mogelijke zorg word besteed , kan Autobedrijf Ijsselstijn niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook. De uitvoeringsspecificatie van de aangeboden auto's zijn zorgvuldig aangegeven, echter onder het voorbehoud dat meer of minder extra's nimmer tot een lagere of hogere prijs kan leiden. Om teleurstelling te voorkomen dient u voor aankoop zelf te controleren of de voor u belangrijke extra's ook daadwerkelijk aanwezig zijn. Door de aankoop accepteert u de auto in zijn werkelijke specificatie. Wielbasis:  Acceleratie (0-100):  Topsnelheid:  Onderhoudsboekjes:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Mazda,98487,3,,77,7999.0,Autobedrijf,Handgeschakeld,,01/2010
,"Autostad Den Haag is een automobielbedrijf met zeer interessante occasions op voorraad. Met ruim 100 occasions en een snel wisselende voorraad in alle prijsklassen en categorieën. Al onze occasions worden grondig nagekeken alvorens ze u worden aangeboden. In onze showroom treft u een compleet aanbod van geheel betrouwbare occasions van alle merken aan. Onze occasions zijn zo opgesteld dat u er op uw gemak rond kunt lopen en van binnen en buiten kunt bekijken onder het genot van een kopje koffie. Door onze goede contacten in de nationale en internationale autobranche kunnen wij altijd tegen scherpe prijzen occasions leveren. Indien u een proefrit wilt maken, is dat geen probleem. U hoeft hiervoor geen afspraak te maken. Heeft u het voertuig van uw dromen bij ons in de showroom zien staan maar kunt u hem niet in zijn geheel betalen dan is er de mogelijkheid een financiering af te sluiten. Financieringen vinden plaats tegen marktconforme voorwaarden en op uiterst discrete wijze. Bij aankoop van een voertuig is het bij ons mogelijk dat u hierop garantie krijgt. De looptijd van deze garantie is afhankelijk van prijs, leeftijd en onderhoud van het voertuig dat u koopt. Bel of mail ons gerust om naar de mogelijkheden. ! Alle auto's worden afgeleverd met een recente, of nieuwe APK ! ! Wij berekenen geen afleveringskosten ! Altijd ruim 100 luxe & bedrijfs auto’s op voorraad! Financial lease is mogelijk! Eventueel inruil mogelijk alleen tegen Handelsprijs! Bij inruil graag foto's en prijsindicatie sturen naar 06 11 11 45 23. Openingstijden van maandag t/m zaterdag van 10.00 tot 18.00 uur. Bezoek buiten onze openingstijden is mogelijk. Wij verzoeken u hiervoor een afspraak te maken. Alle prijzen/advertenties zijn onder voorbehoud van druk en/of zet fouten. Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 525 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,,Renault,106989,Clio,,54,6950.0,Autobedrijf,Handgeschakeld,,02/2014
